timestamp,ethbtc,btcusdt,real_ethusdt,synthetic_ethusdt,diff
1752081578055,0.0244,109238,2665.3,2665.4,0.098904
1752081578059,0.0244,109238,2665.3,2665.4,0.098904
1752081579060,0.0244,109238,2665.3,2665.4,0.099148
1752081579311,0.0244,109238,2665.3,2665.4,0.099148
1752081579363,0.0244,109238,2665.3,2665.4,0.099148
1752081579363,0.0244,109238,2665.3,2665.4,0.099148
1752081579363,0.0244,109238,2665.3,2665.4,0.099148
1752081579363,0.0244,109238,2665.3,2665.4,0.099148
1752081579363,0.0244,109238,2665.3,2665.4,0.099148
1752081579363,0.0244,109238,2665.3,2665.4,0.099148
1752081579363,0.0244,109238,2665.3,2665.4,0.099148
1752081579363,0.0244,109238,2665.3,2665.4,0.099148
1752081579363,0.0244,109238,2665.3,2665.4,0.099148
1752081579363,0.0244,109238,2665.3,2665.4,0.099148
1752081579363,0.0244,109238,2665.3,2665.4,0.099148
1752081579363,0.0244,109238,2665.3,2665.4,0.099148
1752081579363,0.0244,109238,2665.3,2665.4,0.099148
1752081579363,0.0244,109238,2665.3,2665.4,0.099148
1752081579363,0.0244,109238,2665.3,2665.4,0.099148
1752081579363,0.0244,109238,2665.3,2665.4,0.099148
1752081579363,0.0244,109238,2665.3,2665.4,0.099148
1752081579363,0.0244,109238,2665.3,2665.4,0.099148
1752081579363,0.0244,109238,2665.3,2665.4,0.099148
1752081579363,0.0244,109238,2665.3,2665.4,0.099148
1752081579363,0.0244,109238,2665.3,2665.4,0.099148
1752081579363,0.0244,109238,2665.3,2665.4,0.099148
1752081579363,0.0244,109238,2665.3,2665.4,0.099148
1752081579363,0.0244,109238,2665.3,2665.4,0.099148
1752081579363,0.0244,109238,2665.3,2665.4,0.099148
1752081579363,0.0244,109238,2665.3,2665.4,0.099148
1752081579363,0.0244,109238,2665.3,2665.4,0.099148
1752081579363,0.0244,109238,2665.27,2665.4,0.129148
1752081579363,0.0244,109238,2665.26,2665.4,0.139148
1752081579363,0.0244,109238,2665.26,2665.4,0.139148
1752081579363,0.0244,109238,2665.25,2665.4,0.149148
1752081579363,0.0244,109238,2665.24,2665.4,0.159148
1752081579363,0.0244,109238,2665.24,2665.4,0.159148
1752081579363,0.0244,109238,2665.24,2665.4,0.159148
1752081579363,0.0244,109238,2665.24,2665.4,0.159148
1752081579363,0.0244,109238,2665.24,2665.4,0.159148
1752081579363,0.0244,109238,2665.22,2665.4,0.179148
1752081579363,0.0244,109238,2665.21,2665.4,0.189148
1752081579363,0.0244,109238,2665.2,2665.4,0.199148
1752081579363,0.0244,109238,2665.17,2665.4,0.229148
1752081579363,0.0244,109238,2665.16,2665.4,0.239148
1752081579409,0.0244,109238,2665.15,2665.4,0.249148
1752081579409,0.0244,109238,2665.15,2665.4,0.249148
1752081579559,0.0244,109238,2665.16,2665.4,0.239148
1752081579824,0.0244,109238,2665.16,2665.4,0.239148
1752081579987,0.0244,109238,2665.15,2665.4,0.249148
1752081579987,0.0244,109238,2665.15,2665.4,0.249148
1752081579987,0.0244,109238,2665.15,2665.4,0.249148
1752081579987,0.0244,109238,2665.15,2665.4,0.249148
1752081579987,0.0244,109238,2665.15,2665.4,0.249148
1752081579987,0.0244,109238,2665.15,2665.4,0.249148
1752081579987,0.0244,109238,2665.15,2665.4,0.249148
1752081579987,0.0244,109238,2665.15,2665.4,0.249148
1752081579987,0.0244,109238,2665.15,2665.4,0.249148
1752081579987,0.0244,109238,2665.15,2665.4,0.249148
1752081579987,0.0244,109238,2665.15,2665.4,0.249148
1752081579987,0.0244,109238,2665.15,2665.4,0.249148
1752081579987,0.0244,109238,2665.15,2665.4,0.249148
1752081579987,0.0244,109238,2665.15,2665.4,0.249148
1752081579987,0.0244,109238,2665.15,2665.4,0.249148
1752081579987,0.0244,109238,2665.15,2665.4,0.249148
1752081579987,0.0244,109238,2665.14,2665.4,0.259148
1752081579987,0.0244,109238,2665.13,2665.4,0.269148
1752081579987,0.0244,109238,2665.13,2665.4,0.269148
1752081579987,0.0244,109238,2665.13,2665.4,0.269148
1752081579987,0.0244,109238,2665.12,2665.4,0.279148
1752081579987,0.0244,109238,2665.12,2665.4,0.279148
1752081579987,0.0244,109238,2665.11,2665.4,0.289148
1752081579987,0.0244,109238,2665.11,2665.4,0.289148
1752081579987,0.0244,109238,2665.11,2665.4,0.289148
1752081579987,0.0244,109238,2665.1,2665.4,0.299148
1752081579987,0.0244,109238,2665.1,2665.4,0.299148
1752081579987,0.0244,109238,2665.1,2665.4,0.299148
1752081579987,0.0244,109238,2665.1,2665.4,0.299148
1752081579987,0.0244,109238,2665.05,2665.4,0.349148
1752081579987,0.0244,109238,2665.05,2665.4,0.349148
1752081579987,0.0244,109238,2665.04,2665.4,0.359148
1752081579987,0.0244,109238,2665.04,2665.4,0.359148
1752081579987,0.0244,109238,2665.04,2665.4,0.359148
1752081579987,0.0244,109238,2665.02,2665.4,0.379148
1752081579987,0.0244,109238,2665.02,2665.4,0.379148
1752081579987,0.0244,109238,2665.01,2665.4,0.389148
1752081579987,0.0244,109238,2665.01,2665.4,0.389148
1752081579987,0.0244,109238,2665.01,2665.4,0.389148
1752081579987,0.0244,109238,2665.01,2665.4,0.389148
1752081579987,0.0244,109238,2665.01,2665.4,0.389148
1752081579987,0.0244,109238,2665.01,2665.4,0.389148
1752081579987,0.0244,109238,2665.01,2665.4,0.389148
1752081580509,0.0244,109238,2665,2665.4,0.398904
1752081580509,0.0244,109238,2665,2665.4,0.398904
1752081580652,0.0244,109238,2665,2665.4,0.398904
1752081580652,0.0244,109238,2665,2665.4,0.398904
1752081580652,0.0244,109238,2665,2665.4,0.398904
1752081580652,0.0244,109238,2665,2665.4,0.398904
1752081580652,0.0244,109238,2665,2665.4,0.398904
1752081580652,0.0244,109238,2665,2665.4,0.398904
1752081580652,0.0244,109238,2665,2665.4,0.398904
1752081580652,0.0244,109238,2665,2665.4,0.398904
1752081580652,0.0244,109238,2665,2665.4,0.398904
1752081580652,0.0244,109238,2665,2665.4,0.398904
1752081580652,0.0244,109238,2665,2665.4,0.398904
1752081580652,0.0244,109238,2665,2665.4,0.398904
1752081580652,0.0244,109238,2665,2665.4,0.398904
1752081580652,0.0244,109238,2665,2665.4,0.398904
1752081580652,0.0244,109238,2665,2665.4,0.398904
1752081580652,0.0244,109238,2665,2665.4,0.398904
1752081580652,0.0244,109238,2665,2665.4,0.398904
1752081580652,0.0244,109238,2665,2665.4,0.398904
1752081580652,0.0244,109238,2665,2665.4,0.398904
1752081580652,0.0244,109238,2665,2665.4,0.398904
1752081580652,0.0244,109238,2665,2665.4,0.398904
1752081580652,0.0244,109238,2664.99,2665.4,0.408904
1752081580652,0.0244,109238,2664.98,2665.4,0.418904
1752081580652,0.0244,109238,2664.97,2665.4,0.428904
1752081580652,0.0244,109238,2664.97,2665.4,0.428904
1752081580652,0.0244,109238,2664.96,2665.4,0.438904
1752081580652,0.0244,109238,2664.94,2665.4,0.458904
1752081580652,0.0244,109238,2664.94,2665.4,0.458904
1752081580652,0.0244,109238,2664.93,2665.4,0.468904
1752081580652,0.0244,109238,2664.92,2665.4,0.478904
1752081580652,0.0244,109238,2664.91,2665.4,0.488904
1752081580652,0.0244,109238,2664.9,2665.4,0.498904
1752081580652,0.0244,109238,2664.89,2665.4,0.508904
