timestamp,synthetic_price,real_price,diff
1752081577187,2665.4,0,2665.4
1752081577414,2665.4,0,2665.4
1752081577628,2665.4,0,2665.4
1752081578055,2665.4,2665.3,0.098904
1752081578059,2665.4,2665.3,0.098904
1752081578242,2665.4,2665.3,0.099148
1752081579060,2665.4,2665.3,0.099148
1752081579311,2665.4,2665.3,0.099148
1752081579363,2665.4,2665.3,0.099148
1752081579363,2665.4,2665.3,0.099148
1752081579363,2665.4,2665.3,0.099148
1752081579363,2665.4,2665.3,0.099148
1752081579363,2665.4,2665.3,0.099148
1752081579363,2665.4,2665.3,0.099148
1752081579363,2665.4,2665.3,0.099148
1752081579363,2665.4,2665.3,0.099148
1752081579363,2665.4,2665.3,0.099148
1752081579363,2665.4,2665.3,0.099148
1752081579363,2665.4,2665.3,0.099148
1752081579363,2665.4,2665.3,0.099148
1752081579363,2665.4,2665.3,0.099148
1752081579363,2665.4,2665.3,0.099148
1752081579363,2665.4,2665.3,0.099148
1752081579363,2665.4,2665.3,0.099148
1752081579363,2665.4,2665.3,0.099148
1752081579363,2665.4,2665.3,0.099148
1752081579363,2665.4,2665.3,0.099148
1752081579363,2665.4,2665.3,0.099148
1752081579363,2665.4,2665.3,0.099148
1752081579363,2665.4,2665.3,0.099148
1752081579363,2665.4,2665.3,0.099148
1752081579363,2665.4,2665.3,0.099148
1752081579363,2665.4,2665.3,0.099148
1752081579363,2665.4,2665.3,0.099148
1752081579363,2665.4,2665.3,0.099148
1752081579363,2665.4,2665.27,0.129148
1752081579363,2665.4,2665.26,0.139148
1752081579363,2665.4,2665.26,0.139148
1752081579363,2665.4,2665.25,0.149148
1752081579363,2665.4,2665.24,0.159148
1752081579363,2665.4,2665.24,0.159148
1752081579363,2665.4,2665.24,0.159148
1752081579363,2665.4,2665.24,0.159148
1752081579363,2665.4,2665.24,0.159148
1752081579363,2665.4,2665.22,0.179148
1752081579363,2665.4,2665.21,0.189148
1752081579363,2665.4,2665.2,0.199148
1752081579363,2665.4,2665.17,0.229148
1752081579363,2665.4,2665.16,0.239148
1752081579409,2665.4,2665.15,0.249148
1752081579409,2665.4,2665.15,0.249148
1752081579559,2665.4,2665.16,0.239148
1752081579685,2665.4,2665.16,0.239148
1752081579824,2665.4,2665.16,0.239148
1752081579987,2665.4,2665.15,0.249148
1752081579987,2665.4,2665.15,0.249148
1752081579987,2665.4,2665.15,0.249148
1752081579987,2665.4,2665.15,0.249148
1752081579987,2665.4,2665.15,0.249148
1752081579987,2665.4,2665.15,0.249148
1752081579987,2665.4,2665.15,0.249148
1752081579987,2665.4,2665.15,0.249148
1752081579987,2665.4,2665.15,0.249148
1752081579987,2665.4,2665.15,0.249148
1752081579987,2665.4,2665.15,0.249148
1752081579987,2665.4,2665.15,0.249148
1752081579987,2665.4,2665.15,0.249148
1752081579987,2665.4,2665.15,0.249148
