timestamp,synthetic_price,real_price,diff
1751816163454,2559.76,0,2559.76
1751816163914,2559.76,0,2559.76
1751816164536,2559.76,0,2559.76
1751816164619,2559.76,0,2559.76
1751816166129,2559.76,0,2559.76
1751816166585,2559.76,0,2559.76
1751816166835,2559.76,0,2559.76
1751816167213,2559.76,0,2559.76
1751816167396,2559.76,0,2559.76
1751816167473,2559.76,0,2559.76
1751816167918,2559.76,0,2559.76
1751816168644,2559.76,0,2559.76
1751816169178,2559.76,0,2559.76
1751816169830,2559.76,0,2559.76
1751816170467,2559.76,0,2559.76
1751816170539,2559.76,0,2559.76
1751816170699,2559.76,0,2559.76
1751816171441,2559.76,0,2559.76
1751816171441,2559.76,0,2559.76
1751816171441,2559.76,0,2559.76
1751816171441,2559.76,0,2559.76
1751816171443,2559.76,0,2559.76
1751816171443,2559.76,0,2559.76
1751816171443,2559.76,0,2559.76
1751816171443,2559.76,0,2559.76
1751816171443,2559.76,0,2559.76
1751816171443,2559.76,0,2559.76
1751816171443,2559.76,0,2559.76
1751816171443,2559.76,0,2559.76
1751816171443,2559.76,0,2559.76
1751816171443,2559.76,0,2559.76
1751816171443,2559.76,0,2559.76
1751816171443,2559.76,0,2559.76
1751816171443,2559.76,0,2559.76
1751816171443,2559.76,0,2559.76
1751816171443,2559.76,0,2559.76
1751816171443,2559.76,0,2559.76
1751816171443,2559.76,0,2559.76
1751816171444,2559.76,0,2559.76
1751816171444,2559.76,0,2559.76
1751816171444,2559.76,0,2559.76
1751816171444,2559.76,0,2559.76
1751816171444,2559.76,0,2559.76
1751816171444,2559.76,0,2559.76
1751816171444,2559.76,0,2559.76
1751816171444,2559.76,0,2559.76
1751816171444,2559.76,0,2559.76
1751816171444,2559.76,0,2559.76
1751816171444,2559.76,0,2559.76
1751816171444,2559.76,0,2559.76
1751816171444,2559.76,0,2559.76
1751816171444,2559.76,0,2559.76
1751816171444,2559.76,0,2559.76
1751816171444,2559.76,0,2559.76
1751816171444,2559.76,0,2559.76
1751816171444,2559.76,0,2559.76
1751816171444,2559.76,0,2559.76
1751816171444,2559.76,0,2559.76
1751816171444,2559.76,0,2559.76
1751816171444,2559.76,0,2559.76
1751816171444,2559.76,0,2559.76
1751816171444,2559.76,0,2559.76
1751816171468,2559.74,0,2559.74
1751816171468,2559.74,0,2559.74
1751816171468,2559.74,0,2559.74
1751816171468,2559.74,0,2559.74
1751816171468,2559.74,0,2559.74
1751816171468,2559.74,0,2559.74
1751816171468,2559.74,0,2559.74
1751816171468,2559.74,0,2559.74
1751816171468,2559.74,0,2559.74
1751816171468,2559.74,0,2559.74
