timestamp,symbol,binance_price,okx_price,delta
timestamp,symbol,binance_price,okx_price,delta
timestamp,symbol,binance_price,okx_price,delta
timestamp,symbol,binance_price,okx_price,delta
timestamp,symbol,binance_price,okx_price,delta
timestamp,symbol,binance_price,okx_price,delta
timestamp,symbol,binance_price,okx_price,delta
timestamp,symbol,binance_price,okx_price,delta
timestamp,symbol,binance_price,okx_price,delta
timestamp,symbol,binance_price,okx_price,delta
timestamp,symbol,binance_price,okx_price,delta
timestamp,symbol,binance_price,okx_price,delta
timestamp,symbol,binance_price,okx_price,delta
